username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
dancurimil,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@96774660c6ca46d5be0a35c8e0162c70,"{""score"": {""raw_earned"": 0, ""raw_possible"": 6}, ""seed"": 1, ""input_state"": {""96774660c6ca46d5be0a35c8e0162c70_2_4"": {}, ""96774660c6ca46d5be0a35c8e0162c70_2_5"": {}, ""96774660c6ca46d5be0a35c8e0162c70_2_6"": {}, ""96774660c6ca46d5be0a35c8e0162c70_2_1"": {}, ""96774660c6ca46d5be0a35c8e0162c70_2_2"": {}, ""96774660c6ca46d5be0a35c8e0162c70_2_3"": {}}}"
ThomasPM,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,9f73c09feae0435e9c7944b1b0896453_2_2,Pregunta 1,amarillo,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""correct_map"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": null, ""answervariable"": null, ""npoints"": 1.0, ""queuestate"": null}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": null, ""answervariable"": null, ""npoints"": 1.0, ""queuestate"": null}}, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}, ""last_submission_time"": ""2020-01-16T15:34:41Z"", ""attempts"": 1, ""score"": {""raw_earned"": 2.0, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": ""amarillo"", ""9f73c09feae0435e9c7944b1b0896453_2_1"": ""azul""}, ""seed"": 1}"
ThomasPM,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,9f73c09feae0435e9c7944b1b0896453_2_1,Pregunta 1,azul,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""correct_map"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": null, ""answervariable"": null, ""npoints"": 1.0, ""queuestate"": null}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": null, ""answervariable"": null, ""npoints"": 1.0, ""queuestate"": null}}, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}, ""last_submission_time"": ""2020-01-16T15:34:41Z"", ""attempts"": 1, ""score"": {""raw_earned"": 2.0, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": ""amarillo"", ""9f73c09feae0435e9c7944b1b0896453_2_1"": ""azul""}, ""seed"": 1}"
jromo,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}}"
Camila_Brito,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}}"
Maritza,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""seed"": 1, ""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}}"
ricardof,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,9f73c09feae0435e9c7944b1b0896453_2_2,Pregunta 1,amarillo,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""correct_map"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""npoints"": 1.0, ""answervariable"": null, ""msg"": null, ""queuestate"": null}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""npoints"": 1.0, ""answervariable"": null, ""msg"": null, ""queuestate"": null}}, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}, ""last_submission_time"": ""2020-01-03T20:00:41Z"", ""attempts"": 2, ""score"": {""raw_possible"": 2, ""raw_earned"": 2.0}, ""done"": true, ""student_answers"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": ""amarillo"", ""9f73c09feae0435e9c7944b1b0896453_2_1"": ""azul""}, ""seed"": 1}"
ricardof,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,9f73c09feae0435e9c7944b1b0896453_2_1,Pregunta 1,azul,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""correct_map"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""npoints"": 1.0, ""answervariable"": null, ""msg"": null, ""queuestate"": null}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""npoints"": 1.0, ""answervariable"": null, ""msg"": null, ""queuestate"": null}}, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}, ""last_submission_time"": ""2020-01-03T20:00:41Z"", ""attempts"": 2, ""score"": {""raw_possible"": 2, ""raw_earned"": 2.0}, ""done"": true, ""student_answers"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": ""amarillo"", ""9f73c09feae0435e9c7944b1b0896453_2_1"": ""azul""}, ""seed"": 1}"
dancurimil,Blank Common Problem,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Blank Common Problem,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@9f73c09feae0435e9c7944b1b0896453,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""9f73c09feae0435e9c7944b1b0896453_2_2"": {}, ""9f73c09feae0435e9c7944b1b0896453_2_1"": {}}}"
Maritza,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@248a204d33264036b2cf1b8555cddf05,"{""count_attempts"": 1, ""score"": 1.0, ""student_answer"": ""dfbgkdfbgkdjfgbkfjdgbkfjbg""}"
ricardof,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@248a204d33264036b2cf1b8555cddf05,"{""student_answer"": ""habr\u00eda que asdjasdkjfdsflkl"", ""score"": 1.0, ""count_attempts"": 1}"
ThomasPM,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_1,Pregunta 1,Sí,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-16T15:37:40Z"", ""attempts"": 2, ""score"": {""raw_possible"": 3, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""S\u00ed""}, ""seed"": 1}"
ThomasPM,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_2,Pregunta 1,No,Sí,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-16T15:37:40Z"", ""attempts"": 2, ""score"": {""raw_possible"": 3, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""S\u00ed""}, ""seed"": 1}"
ThomasPM,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_3,Pregunta 1,Sí,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-16T15:37:40Z"", ""attempts"": 2, ""score"": {""raw_possible"": 3, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""S\u00ed""}, ""seed"": 1}"
jromo,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}}"
Camila_Brito,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}}"
Maritza,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_1,Pregunta 1,No,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-03T18:33:10Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""No""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_2,Pregunta 1,Sí,Sí,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-03T18:33:10Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""No""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,1b585253193c4196b34549dd36ce975d_2_3,Pregunta 1,No,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""correct_map"": {""1b585253193c4196b34549dd36ce975d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""1b585253193c4196b34549dd36ce975d_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}, ""last_submission_time"": ""2020-01-03T18:33:10Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""1b585253193c4196b34549dd36ce975d_2_1"": ""No"", ""1b585253193c4196b34549dd36ce975d_2_2"": ""S\u00ed"", ""1b585253193c4196b34549dd36ce975d_2_3"": ""No""}, ""seed"": 1}"
dancurimil,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1b585253193c4196b34549dd36ce975d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""1b585253193c4196b34549dd36ce975d_2_1"": {}, ""1b585253193c4196b34549dd36ce975d_2_2"": {}, ""1b585253193c4196b34549dd36ce975d_2_3"": {}}}"
ThomasPM,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@754857aa5f5a4553b66ff5fd2a31ddb4,"{""attempts"": 1, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""falso"", ""5"": ""verdadero"", ""4"": ""falso""}, ""score"": 1.0, ""respondido"": true}"
ricardof,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@754857aa5f5a4553b66ff5fd2a31ddb4,"{""attempts"": 2, ""score"": 0.6, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""verdadero"", ""5"": ""falso"", ""4"": ""falso""}, ""respondido"": true}"
dancurimil,Eol True or False XBlock,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Eol True or False XBlock,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@vof+block@754857aa5f5a4553b66ff5fd2a31ddb4,"{""attempts"": 2, ""score"": 1.0, ""respuestas"": {""1"": ""verdadero"", ""3"": ""verdadero"", ""2"": ""verdadero"", ""5"": ""verdadero"", ""4"": ""falso""}, ""respondido"": true}"
ThomasPM,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,b265152673f94baf89a4d0acf43c567d_2_2,Pregunta 1,siempre,siempre,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""correct_map"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}, ""last_submission_time"": ""2020-01-16T15:38:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""b265152673f94baf89a4d0acf43c567d_2_2"": ""siempre"", ""b265152673f94baf89a4d0acf43c567d_2_1"": ""0""}, ""seed"": 1}"
ThomasPM,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,b265152673f94baf89a4d0acf43c567d_2_1,Pregunta 1,0,1,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""correct_map"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}, ""last_submission_time"": ""2020-01-16T15:38:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""b265152673f94baf89a4d0acf43c567d_2_2"": ""siempre"", ""b265152673f94baf89a4d0acf43c567d_2_1"": ""0""}, ""seed"": 1}"
jromo,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}}"
Camila_Brito,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}}"
Maritza,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,b265152673f94baf89a4d0acf43c567d_2_2,Pregunta 1,siempre,siempre,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""correct_map"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": ""$attempt"", ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}, ""last_submission_time"": ""2020-01-03T18:52:47Z"", ""attempts"": 1, ""score"": {""raw_earned"": 2, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""b265152673f94baf89a4d0acf43c567d_2_2"": ""siempre"", ""b265152673f94baf89a4d0acf43c567d_2_1"": ""1""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,b265152673f94baf89a4d0acf43c567d_2_1,Pregunta 1,1,1,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""correct_map"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": ""$attempt"", ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}, ""last_submission_time"": ""2020-01-03T18:52:47Z"", ""attempts"": 1, ""score"": {""raw_earned"": 2, ""raw_possible"": 2}, ""done"": true, ""student_answers"": {""b265152673f94baf89a4d0acf43c567d_2_2"": ""siempre"", ""b265152673f94baf89a4d0acf43c567d_2_1"": ""1""}, ""seed"": 1}"
