username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
dancurimil,Dropdown,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@b265152673f94baf89a4d0acf43c567d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 2}, ""seed"": 1, ""input_state"": {""b265152673f94baf89a4d0acf43c567d_2_2"": {}, ""b265152673f94baf89a4d0acf43c567d_2_1"": {}}}"
ThomasPM,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,1be667a8f5af46ea9f2bea43a260dcf8_2_1,Pregunta 1,a) No existen eventos con probabilidad 0.,b) No existen eventos con probabilidad menor que 0.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""correct_map"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}, ""last_submission_time"": ""2020-01-16T15:39:06Z"", ""attempts"": 1, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": ""choice_0""}, ""seed"": 1}"
jromo,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}}"
Camila_Brito,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}}"
Maritza,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}}"
ricardof,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,1be667a8f5af46ea9f2bea43a260dcf8_2_1,Pregunta 1,b) No existen eventos con probabilidad menor que 0.,b) No existen eventos con probabilidad menor que 0.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""correct_map"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}, ""last_submission_time"": ""2020-01-03T18:53:09Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": ""choice_1""}, ""seed"": 1}"
dancurimil,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@1be667a8f5af46ea9f2bea43a260dcf8,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""1be667a8f5af46ea9f2bea43a260dcf8_2_1"": {}}}"
ThomasPM,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""score"": {""raw_earned"": 0, ""raw_possible"": 6}, ""seed"": 1, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}}"
jromo,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""score"": {""raw_earned"": 0, ""raw_possible"": 6}, ""seed"": 1, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_6,Pregunta 1,Sí,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_5,Pregunta 1,Sí,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_4,Pregunta 1,Sí,Sí,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_3,Pregunta 1,Sí,Sí,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_2,Pregunta 1,Sí,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_1,Pregunta 1,Sí,Sí,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-15T21:42:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
Maritza,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""score"": {""raw_earned"": 0, ""raw_possible"": 6}, ""seed"": 1, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}}"
ricardof,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 4: Axiomas y propiedades de la probabilidad > Axiomas y propiedades de la probabilidad #1 > Duplicado de 'Dropdown',6144489116b2416e93d14c3f13c2ec4e_2_6,Pregunta 1,No,No,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@6144489116b2416e93d14c3f13c2ec4e,"{""correct_map"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_5"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_4"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_3"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_2"": {}, ""6144489116b2416e93d14c3f13c2ec4e_2_1"": {}}, ""last_submission_time"": ""2020-01-03T19:00:59Z"", ""attempts"": 1, ""score"": {""raw_earned"": 6, ""raw_possible"": 6}, ""done"": true, ""student_answers"": {""6144489116b2416e93d14c3f13c2ec4e_2_6"": ""No"", ""6144489116b2416e93d14c3f13c2ec4e_2_5"": ""No"", ""6144489116b2416e93d14c3f13c2ec4e_2_4"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_3"": ""S\u00ed"", ""6144489116b2416e93d14c3f13c2ec4e_2_2"": ""No"", ""6144489116b2416e93d14c3f13c2ec4e_2_1"": ""S\u00ed""}, ""seed"": 1}"
